ano,decil,region,comuna,poblacion,idse,ipc,pobreza,escolaridad,vivienda_material_bueno,vivienda_alcantarillado,esperanza_de_vida,índice_desarrollo_humano,avpp_tasa,swaroop,mortalidad_infantil
2008,8,13,quinta normal,78.3,0.609,178.7,8.9,9.5,76.0,88.5,68.4,0.525,91.4,72.9,6.4
2016,8,13,quinta normal,100.0,0.779,228.3,11.4,12.1,97.1,113.0,87.4,0.670,116.8,93.1,8.2
2012,8,13,cerrillos,66.2,0.677,209.0,9.5,10.3,86.3,97.3,77.4,0.609,84.5,76.0,5.8
1992,8,13,cerrillos,43.0,0.440,135.8,6.2,6.7,56.1,63.2,50.3,0.396,54.9,49.4,3.8
1996,8,13,cerrillos,49.7,0.508,156.8,7.1,7.7,64.7,73.0,58.1,0.457,63.4,57.0,4.3
2000,8,13,cerrillos,53.0,0.542,167.2,7.6,8.2,69.0,77.8,61.9,0.487,67.6,60.8,4.6
2004,8,13,cerrillos,56.3,0.575,177.7,8.1,8.8,73.4,82.7,65.8,0.518,71.8,64.6,4.9
2008,8,13,cerrillos,59.6,0.609,188.1,8.6,9.3,77.7,87.6,69.7,0.548,76.0,68.4,5.2
2016,8,13,cerrillos,76.1,0.779,240.3,10.9,11.8,99.2,111.9,89.0,0.700,97.2,87.4,6.7
2012,8,13,puente alto,735.4,0.676,175.0,13.0,10.9,90.0,98.2,79.2,0.636,46.7,69.3,7.0
1992,8,13,puente alto,478.0,0.439,113.8,8.5,7.1,58.5,63.8,51.5,0.413,30.4,45.0,4.5
1996,8,13,puente alto,551.5,0.507,131.2,9.8,8.2,67.5,73.7,59.4,0.477,35.0,52.0,5.2
2000,8,13,puente alto,588.3,0.541,140.0,10.4,8.7,72.0,78.6,63.4,0.509,37.4,55.4,5.6
2004,8,13,puente alto,625.1,0.575,148.8,11.0,9.3,76.5,83.5,67.3,0.541,39.7,58.9,6.0
2008,8,13,puente alto,661.9,0.608,157.5,11.7,9.8,81.0,88.4,71.3,0.572,42.0,62.4,6.3
2016,8,13,puente alto,845.7,0.777,201.2,14.9,12.5,103.5,112.9,91.1,0.731,53.7,79.7,8.0
2012,7,8,concepción,229.2,0.675,242.2,16.8,11.4,81.0,94.7,77.5,0.625,73.6,75.1,10.5
1992,7,8,concepción,149.0,0.439,157.4,10.9,7.4,52.6,61.6,50.4,0.406,47.8,48.8,6.8
1996,7,8,concepción,171.9,0.506,181.6,12.6,8.6,60.8,71.0,58.1,0.469,55.2,56.3,7.9
2000,7,8,concepción,183.4,0.540,193.8,13.4,9.1,64.8,75.8,62.0,0.500,58.9,60.1,8.4
2004,7,8,concepción,194.8,0.574,205.9,14.3,9.7,68.8,80.5,65.9,0.531,62.6,63.8,8.9
2008,7,8,concepción,206.3,0.608,218.0,15.1,10.3,72.9,85.2,69.8,0.562,66.2,67.6,9.5
2016,7,8,concepción,263.6,0.776,278.5,19.3,13.1,93.1,108.9,89.1,0.719,84.6,86.4,12.1
2012,7,2,taltal,10.6,0.675,322.7,6.5,9.8,73.9,95.8,73.4,0.552,85.0,80.9,7.6
1992,7,2,taltal,6.9,0.439,209.8,4.2,6.4,48.0,62.3,47.7,0.359,55.2,52.6,4.9
1996,7,2,taltal,7.9,0.506,242.0,4.9,7.4,55.4,71.8,55.1,0.414,63.8,60.7,5.7
2000,7,2,taltal,8.5,0.540,258.2,5.2,7.8,59.1,76.6,58.7,0.442,68.0,64.7,6.1
2004,7,2,taltal,9.0,0.574,274.3,5.5,8.3,62.8,81.4,62.4,0.469,72.2,68.8,6.5
2008,7,2,taltal,9.5,0.608,290.4,5.9,8.8,66.5,86.2,66.1,0.497,76.5,72.8,6.8
2016,7,2,taltal,12.2,0.776,371.1,7.5,11.3,85.0,110.2,84.4,0.635,97.7,93.0,8.7
2012,7,11,chile chico,5.3,0.675,325.1,5.3,9.4,94.6,82.9,70.0,0.478,98.3,70.0,6.4
1992,7,11,chile chico,3.4,0.439,211.3,3.4,6.1,61.5,53.9,45.5,0.311,63.9,45.5,4.2
1996,7,11,chile chico,4.0,0.506,243.8,4.0,7.1,70.9,62.2,52.5,0.358,73.7,52.5,4.8
2000,7,11,chile chico,4.2,0.540,260.1,4.2,7.5,75.7,66.3,56.0,0.382,78.6,56.0,5.1
2004,7,11,chile chico,4.5,0.574,276.3,4.5,8.0,80.4,70.5,59.5,0.406,83.6,59.5,5.4
2008,7,11,chile chico,4.8,0.608,292.6,4.8,8.5,85.1,74.6,63.0,0.430,88.5,63.0,5.8
2016,7,11,chile chico,6.1,0.776,373.9,6.1,10.8,108.8,95.3,80.5,0.550,113.0,80.5,7.4
2012,7,3,copiapó,163.9,0.671,219.4,14.5,10.7,85.9,97.6,77.7,0.609,69.0,72.6,10.2
1992,7,3,copiapó,106.5,0.436,142.6,9.4,7.0,55.8,63.4,50.5,0.396,44.9,47.2,6.6
1996,7,3,copiapó,122.9,0.503,164.6,10.9,8.0,64.4,73.2,58.3,0.457,51.8,54.4,7.6
2000,7,3,copiapó,131.1,0.537,175.5,11.6,8.6,68.7,78.1,62.2,0.487,55.2,58.1,8.2
2004,7,3,copiapó,139.3,0.570,186.5,12.3,9.1,73.0,83.0,66.0,0.518,58.6,61.7,8.7
2008,7,3,copiapó,147.5,0.604,197.5,13.1,9.6,77.3,87.8,69.9,0.548,62.1,65.3,9.2
2016,7,3,copiapó,188.5,0.772,252.3,16.7,12.3,98.8,112.2,89.4,0.700,79.3,83.5,11.7
2012,7,8,san pedro de la paz,97.6,0.671,303.6,16.8,11.1,78.0,92.8,77.3,0.626,73.5,74.3,7.0
1992,7,8,san pedro de la paz,63.4,0.436,197.3,10.9,7.2,50.7,60.3,50.2,0.407,47.8,48.3,4.5
1996,7,8,san pedro de la paz,73.2,0.503,227.7,12.6,8.3,58.5,69.6,58.0,0.470,55.1,55.7,5.2
2000,7,8,san pedro de la paz,78.1,0.537,242.9,13.4,8.9,62.4,74.2,61.8,0.501,58.8,59.4,5.6
2004,7,8,san pedro de la paz,83.0,0.570,258.1,14.3,9.4,66.3,78.9,65.7,0.532,62.5,63.2,6.0
2008,7,8,san pedro de la paz,87.8,0.604,273.2,15.1,10.0,70.2,83.5,69.6,0.563,66.2,66.9,6.3
2016,7,8,san pedro de la paz,112.2,0.772,349.1,19.3,12.8,89.7,106.7,88.9,0.720,84.5,85.4,8.0
2012,7,4,la serena,214.7,0.669,194.3,14.5,10.6,90.7,97.9,78.7,0.619,62.8,77.7,7.9
1992,7,4,la serena,139.6,0.435,126.3,9.4,6.9,59.0,63.6,51.2,0.402,40.8,50.5,5.1
1996,7,4,la serena,161.0,0.502,145.7,10.9,7.9,68.0,73.4,59.0,0.464,47.1,58.3,5.9
2000,7,4,la serena,171.8,0.535,155.4,11.6,8.5,72.6,78.3,63.0,0.495,50.2,62.2,6.3
2004,7,4,la serena,182.5,0.569,165.2,12.3,9.0,77.1,83.2,66.9,0.526,53.4,66.0,6.7
2008,7,4,la serena,193.2,0.602,174.9,13.1,9.5,81.6,88.1,70.8,0.557,56.5,69.9,7.1
2016,7,4,la serena,246.9,0.769,223.4,16.7,12.2,104.3,112.6,90.5,0.712,72.2,89.4,9.1
2012,7,13,calera de tango,27.0,0.669,246.0,6.2,9.6,85.2,93.7,78.2,0.626,64.1,70.8,9.1
1992,7,13,calera de tango,17.6,0.435,159.9,4.0,6.2,55.4,60.9,50.8,0.407,41.7,46.0,5.9
1996,7,13,calera de tango,20.2,0.502,184.5,4.7,7.2,63.9,70.3,58.7,0.470,48.1,53.1,6.8
2000,7,13,calera de tango,21.6,0.535,196.8,5.0,7.7,68.2,75.0,62.6,0.501,51.3,56.6,7.3
2004,7,13,calera de tango,22.9,0.569,209.1,5.3,8.2,72.4,79.6,66.5,0.532,54.5,60.2,7.7
2008,7,13,calera de tango,24.3,0.602,221.4,5.6,8.6,76.7,84.3,70.4,0.563,57.7,63.7,8.2
2016,7,13,calera de tango,31.0,0.769,282.9,7.1,11.0,98.0,107.8,89.9,0.720,73.7,81.4,10.5
2012,7,13,peñalolén,248.4,0.668,237.0,11.1,10.3,82.5,96.7,77.9,0.619,66.4,72.8,7.4
1992,7,13,peñalolén,161.5,0.434,154.1,7.2,6.7,53.6,62.9,50.6,0.402,43.2,47.3,4.8
1996,7,13,peñalolén,186.3,0.501,177.8,8.3,7.7,61.9,72.5,58.4,0.464,49.8,54.6,5.6
2000,7,13,peñalolén,198.7,0.534,189.6,8.9,8.2,66.0,77.4,62.3,0.495,53.1,58.2,5.9
2004,7,13,peñalolén,211.1,0.568,201.4,9.4,8.8,70.1,82.2,66.2,0.526,56.4,61.9,6.3
2008,7,13,peñalolén,223.6,0.601,213.3,10.0,9.3,74.2,87.0,70.1,0.557,59.8,65.5,6.7
2016,7,13,peñalolén,285.7,0.768,272.5,12.8,11.8,94.9,111.2,89.6,0.712,76.4,83.7,8.5
2012,7,13,peñaflor,86.3,0.668,214.5,9.6,10.5,81.8,94.1,77.2,0.611,60.0,74.9,7.1
1992,7,13,peñaflor,56.1,0.434,139.4,6.2,6.8,53.2,61.2,50.2,0.397,39.0,48.7,4.6
1996,7,13,peñaflor,64.7,0.501,160.9,7.2,7.9,61.3,70.6,57.9,0.458,45.0,56.2,5.3
2000,7,13,peñaflor,69.0,0.534,171.6,7.7,8.4,65.4,75.3,61.8,0.489,48.0,59.9,5.7
2004,7,13,peñaflor,73.4,0.568,182.3,8.2,8.9,69.5,80.0,65.6,0.519,51.0,63.7,6.0
2008,7,13,peñaflor,77.7,0.601,193.1,8.6,9.5,73.6,84.7,69.5,0.550,54.0,67.4,6.4
2016,7,13,peñaflor,99.2,0.768,246.7,11.0,12.1,94.1,108.2,88.8,0.703,69.0,86.1,8.2
2012,7,5,villa alemana,131.9,0.668,187.9,15.7,11.3,84.3,95.9,78.9,0.636,55.7,84.4,9.1
1992,7,5,villa alemana,85.7,0.434,122.1,10.2,7.3,54.8,62.3,51.3,0.413,36.2,54.9,5.9
1996,7,5,villa alemana,98.9,0.501,140.9,11.8,8.5,63.2,71.9,59.2,0.477,41.8,63.3,6.8
2000,7,5,villa alemana,105.5,0.534,150.3,12.6,9.0,67.4,76.7,63.1,0.509,44.6,67.5,7.3
2004,7,5,villa alemana,112.1,0.568,159.7,13.3,9.6,71.7,81.5,67.1,0.541,47.3,71.7,7.7
2008,7,5,villa alemana,118.7,0.601,169.1,14.1,10.2,75.9,86.3,71.0,0.572,50.1,76.0,8.2
2016,7,5,villa alemana,151.7,0.768,216.1,18.1,13.0,96.9,110.3,90.7,0.731,64.1,97.1,10.5
2012,7,13,pudahuel,268.6,0.667,184.8,11.4,10.4,88.2,98.0,78.4,0.616,54.2,70.9,5.3
1992,7,13,pudahuel,174.6,0.434,120.1,7.4,6.8,57.3,63.7,51.0,0.400,35.2,46.1,3.4
1996,7,13,pudahuel,201.5,0.500,138.6,8.6,7.8,66.2,73.5,58.8,0.462,40.7,53.2,4.0
2000,7,13,pudahuel,214.9,0.534,147.8,9.1,8.3,70.6,78.4,62.7,0.493,43.4,56.7,4.2
2004,7,13,pudahuel,228.3,0.567,157.1,9.7,8.8,75.0,83.3,66.6,0.524,46.1,60.3,4.5
2008,7,13,pudahuel,241.7,0.600,166.3,10.3,9.4,79.4,88.2,70.6,0.554,48.8,63.8,4.8
2016,7,13,pudahuel,308.9,0.767,212.5,13.1,12.0,101.4,112.7,90.2,0.708,62.3,81.5,6.1
2012,6,5,santo domingo,9.1,0.666,235.4,4.6,9.7,92.3,84.1,74.5,0.560,59.6,73.3,5.1
1992,6,5,santo domingo,5.9,0.433,153.0,3.0,6.3,60.0,54.7,48.4,0.364,38.7,47.6,3.3
1996,6,5,santo domingo,6.8,0.500,176.6,3.4,7.3,69.2,63.1,55.9,0.420,44.7,55.0,3.8
2000,6,5,santo domingo,7.3,0.533,188.3,3.7,7.8,73.8,67.3,59.6,0.448,47.7,58.6,4.1
2004,6,5,santo domingo,7.7,0.566,200.1,3.9,8.2,78.5,71.5,63.3,0.476,50.7,62.3,4.3
2008,6,5,santo domingo,8.2,0.599,211.9,4.1,8.7,83.1,75.7,67.0,0.504,53.6,66.0,4.6
2016,6,5,santo domingo,10.5,0.766,270.7,5.3,11.2,106.1,96.7,85.7,0.644,68.5,84.3,5.9
2012,6,2,tocopilla,21.3,0.664,209.4,11.1,10.3,81.9,98.4,72.7,0.509,115.3,75.3,11.1
1992,6,2,tocopilla,13.8,0.432,136.1,7.2,6.7,53.2,64.0,47.3,0.331,74.9,48.9,7.2
1996,6,2,tocopilla,16.0,0.498,157.1,8.3,7.7,61.4,73.8,54.5,0.382,86.5,56.5,8.3
2000,6,2,tocopilla,17.0,0.531,167.5,8.9,8.2,65.5,78.7,58.2,0.407,92.2,60.2,8.9
2004,6,2,tocopilla,18.1,0.564,178.0,9.4,8.8,69.6,83.6,61.8,0.433,98.0,64.0,9.4
2008,6,2,tocopilla,19.2,0.598,188.5,10.0,9.3,73.7,88.6,65.4,0.458,103.8,67.8,10.0
2016,6,2,tocopilla,24.5,0.764,240.8,12.8,11.8,94.2,113.2,83.6,0.585,132.6,86.6,12.8
2012,6,11,coihaique,58.6,0.664,269.3,12.0,10.0,84.5,95.2,77.4,0.603,74.8,71.4,8.7
1992,6,11,coihaique,38.1,0.432,175.0,7.8,6.5,54.9,61.9,50.3,0.392,48.6,46.4,5.7
1996,6,11,coihaique,44.0,0.498,202.0,9.0,7.5,63.4,71.4,58.1,0.452,56.1,53.6,6.5
2000,6,11,coihaique,46.9,0.531,215.4,9.6,8.0,67.6,76.2,61.9,0.482,59.8,57.1,7.0
2004,6,11,coihaique,49.8,0.564,228.9,10.2,8.5,71.8,80.9,65.8,0.513,63.6,60.7,7.4
2008,6,11,coihaique,52.7,0.598,242.4,10.8,9.0,76.0,85.7,69.7,0.543,67.3,64.3,7.8
2016,6,11,coihaique,67.4,0.764,309.7,13.8,11.5,97.2,109.5,89.0,0.693,86.0,82.1,10.0
2012,6,13,colina,113.4,0.663,182.9,10.8,10.3,87.3,96.9,77.7,0.600,63.8,64.1,8.1
1992,6,13,colina,73.7,0.431,118.9,7.0,6.7,56.7,63.0,50.5,0.390,41.5,41.7,5.3
1996,6,13,colina,85.1,0.497,137.2,8.1,7.7,65.5,72.7,58.3,0.450,47.8,48.1,6.1
2000,6,13,colina,90.7,0.530,146.3,8.6,8.2,69.8,77.5,62.2,0.480,51.0,51.3,6.5
2004,6,13,colina,96.4,0.564,155.5,9.2,8.8,74.2,82.4,66.0,0.510,54.2,54.5,6.9
2008,6,13,colina,102.1,0.597,164.6,9.7,9.3,78.6,87.2,69.9,0.540,57.4,57.7,7.3
2016,6,13,colina,130.4,0.762,210.3,12.4,11.8,100.4,111.4,89.4,0.690,73.4,73.7,9.3
2012,6,13,conchalí,107.2,0.662,187.0,10.1,10.2,86.2,97.5,76.1,0.568,107.5,78.2,6.2
1992,6,13,conchalí,69.7,0.430,121.5,6.6,6.6,56.0,63.4,49.5,0.369,69.9,50.8,4.0
1996,6,13,conchalí,80.4,0.497,140.2,7.6,7.6,64.7,73.1,57.1,0.426,80.6,58.7,4.7
2000,6,13,conchalí,85.8,0.530,149.6,8.1,8.2,69.0,78.0,60.9,0.454,86.0,62.6,5.0
2004,6,13,conchalí,91.1,0.563,158.9,8.6,8.7,73.3,82.9,64.7,0.483,91.4,66.5,5.3
2008,6,13,conchalí,96.5,0.596,168.3,9.1,9.2,77.6,87.8,68.5,0.511,96.8,70.4,5.6
2016,6,13,conchalí,123.3,0.761,215.0,11.6,11.7,99.1,112.1,87.5,0.653,123.6,89.9,7.1
2012,6,13,pedro aguirre cerda,92.7,0.657,171.7,10.5,10.0,88.7,99.7,76.8,0.568,96.1,77.8,6.1
1992,6,13,pedro aguirre cerda,60.3,0.427,111.6,6.8,6.5,57.7,64.8,49.9,0.369,62.5,50.6,4.0
1996,6,13,pedro aguirre cerda,69.5,0.493,128.8,7.9,7.5,66.5,74.8,57.6,0.426,72.1,58.3,4.6
2000,6,13,pedro aguirre cerda,74.2,0.526,137.4,8.4,8.0,71.0,79.8,61.4,0.454,76.9,62.2,4.9
2004,6,13,pedro aguirre cerda,78.8,0.558,145.9,8.9,8.5,75.4,84.7,65.3,0.483,81.7,66.1,5.2
2008,6,13,pedro aguirre cerda,83.4,0.591,154.5,9.5,9.0,79.8,89.7,69.1,0.511,86.5,70.0,5.5
2016,6,13,pedro aguirre cerda,106.6,0.756,197.5,12.1,11.5,102.0,114.7,88.3,0.653,110.5,89.5,7.0
2012,6,12,natales,21.2,0.657,228.3,10.4,9.2,96.3,95.9,75.6,0.541,88.0,80.8,9.1
1992,6,12,natales,13.8,0.427,148.4,6.8,6.0,62.6,62.3,49.1,0.352,57.2,52.5,5.9
1996,6,12,natales,15.9,0.493,171.2,7.8,6.9,72.2,71.9,56.7,0.406,66.0,60.6,6.8
2000,6,12,natales,17.0,0.526,182.6,8.3,7.4,77.0,76.7,60.5,0.433,70.4,64.6,7.3
2004,6,12,natales,18.0,0.558,194.1,8.8,7.8,81.9,81.5,64.3,0.460,74.8,68.7,7.7
2008,6,12,natales,19.1,0.591,205.5,9.4,8.3,86.7,86.3,68.0,0.487,79.2,72.7,8.2
2016,6,12,natales,24.4,0.756,262.5,12.0,10.6,110.7,110.3,86.9,0.622,101.2,92.9,10.5
2012,6,4,coquimbo,215.1,0.657,183.1,13.0,10.4,87.4,97.0,79.0,0.620,59.2,76.3,7.8
1992,6,4,coquimbo,139.8,0.427,119.0,8.5,6.8,56.8,63.1,51.4,0.403,38.5,49.6,5.1
1996,6,4,coquimbo,161.3,0.493,137.3,9.8,7.8,65.6,72.8,59.2,0.465,44.4,57.2,5.8
2000,6,4,coquimbo,172.1,0.526,146.5,10.4,8.3,69.9,77.6,63.2,0.496,47.4,61.0,6.2
2004,6,4,coquimbo,182.8,0.558,155.6,11.0,8.8,74.3,82.5,67.1,0.527,50.3,64.9,6.6
2008,6,4,coquimbo,193.6,0.591,164.8,11.7,9.4,78.7,87.3,71.1,0.558,53.3,68.7,7.0
2016,6,4,coquimbo,247.4,0.756,210.6,14.9,12.0,100.5,111.5,90.8,0.713,68.1,87.7,9.0
2012,6,9,temuco,309.1,0.657,219.7,17.0,10.8,82.5,96.5,77.5,0.600,65.4,77.2,8.4
1992,6,9,temuco,200.9,0.427,142.8,11.1,7.0,53.6,62.7,50.4,0.390,42.5,50.2,5.5
1996,6,9,temuco,231.8,0.493,164.8,12.8,8.1,61.9,72.4,58.1,0.450,49.1,57.9,6.3
2000,6,9,temuco,247.3,0.526,175.8,13.6,8.6,66.0,77.2,62.0,0.480,52.3,61.8,6.7
2004,6,9,temuco,262.7,0.558,186.7,14.4,9.2,70.1,82.0,65.9,0.510,55.6,65.6,7.1
2008,6,9,temuco,278.2,0.591,197.7,15.3,9.7,74.2,86.9,69.8,0.540,58.9,69.5,7.6
2016,6,9,temuco,355.5,0.756,252.7,19.5,12.4,94.9,111.0,89.1,0.690,75.2,88.8,9.7
2012,6,5,valparaíso,271.0,0.655,207.5,17.5,11.0,81.0,96.8,75.8,0.567,95.2,79.2,8.7
1992,6,5,valparaíso,176.2,0.426,134.9,11.4,7.2,52.6,62.9,49.3,0.369,61.9,51.5,5.7
1996,6,5,valparaíso,203.2,0.491,155.6,13.1,8.2,60.8,72.6,56.8,0.425,71.4,59.4,6.5
2000,6,5,valparaíso,216.8,0.524,166.0,14.0,8.8,64.8,77.4,60.6,0.454,76.2,63.4,7.0
2004,6,5,valparaíso,230.3,0.557,176.4,14.9,9.3,68.8,82.3,64.4,0.482,80.9,67.3,7.4
2008,6,5,valparaíso,243.9,0.590,186.8,15.8,9.9,72.9,87.1,68.2,0.510,85.7,71.3,7.8
2016,6,5,valparaíso,311.6,0.753,238.6,20.1,12.6,93.1,111.3,87.2,0.652,109.5,91.1,10.0
2012,6,13,huechuraba,85.8,0.655,219.4,14.7,10.2,87.8,97.0,77.3,0.584,78.9,71.1,8.3
1992,6,13,huechuraba,55.8,0.426,142.6,9.6,6.6,57.1,63.1,50.2,0.380,51.3,46.2,5.4
1996,6,13,huechuraba,64.3,0.491,164.6,11.0,7.6,65.8,72.8,58.0,0.438,59.2,53.3,6.2
2000,6,13,huechuraba,68.6,0.524,175.5,11.8,8.2,70.2,77.6,61.8,0.467,63.1,56.9,6.6
2004,6,13,huechuraba,72.9,0.557,186.5,12.5,8.7,74.6,82.5,65.7,0.496,67.1,60.4,7.1
2008,6,13,huechuraba,77.2,0.590,197.5,13.2,9.2,79.0,87.3,69.6,0.526,71.0,64.0,7.5
2016,6,13,huechuraba,98.7,0.753,252.3,16.9,11.7,101.0,111.5,88.9,0.672,90.7,81.8,9.5
2012,6,6,san fernando,73.2,0.653,192.5,11.8,10.1,90.6,93.4,77.4,0.587,76.4,79.3,9.0
1992,6,6,san fernando,47.6,0.424,125.1,7.7,6.6,58.9,60.7,50.3,0.382,49.7,51.5,5.9
1996,6,6,san fernando,54.9,0.490,144.4,8.9,7.6,67.9,70.1,58.1,0.440,57.3,59.5,6.8
2000,6,6,san fernando,58.6,0.522,154.0,9.4,8.1,72.5,74.7,61.9,0.470,61.1,63.4,7.2
2004,6,6,san fernando,62.2,0.555,163.6,10.0,8.6,77.0,79.4,65.8,0.499,64.9,67.4,7.6
2008,6,6,san fernando,65.9,0.588,173.2,10.6,9.1,81.5,84.1,69.7,0.528,68.8,71.4,8.1
2016,6,6,san fernando,84.2,0.751,221.4,13.6,11.6,104.2,107.4,89.0,0.675,87.9,91.2,10.3
2012,6,5,algarrobo,13.0,0.652,193.7,5.8,10.1,84.8,85.9,77.7,0.619,54.1,79.7,2.4
1992,6,5,algarrobo,8.5,0.424,125.9,3.8,6.6,55.1,55.8,50.5,0.402,35.2,51.8,1.6
1996,6,5,algarrobo,9.8,0.489,145.3,4.3,7.6,63.6,64.4,58.3,0.464,40.6,59.8,1.8
2000,6,5,algarrobo,10.4,0.522,155.0,4.6,8.1,67.8,68.7,62.2,0.495,43.3,63.8,1.9
2004,6,5,algarrobo,11.0,0.554,164.6,4.9,8.6,72.1,73.0,66.0,0.526,46.0,67.7,2.0
2008,6,5,algarrobo,11.7,0.587,174.3,5.2,9.1,76.3,77.3,69.9,0.557,48.7,71.7,2.2
2016,6,5,algarrobo,14.9,0.750,222.8,6.7,11.6,97.5,98.8,89.4,0.712,62.2,91.7,2.8
2012,6,14,valdivia,161.7,0.652,202.7,17.1,10.6,88.7,95.3,76.8,0.573,78.9,75.5,6.9
1992,6,14,valdivia,105.1,0.424,131.8,11.1,6.9,57.7,61.9,49.9,0.372,51.3,49.1,4.5
1996,6,14,valdivia,121.3,0.489,152.0,12.8,7.9,66.5,71.5,57.6,0.430,59.2,56.6,5.2
2000,6,14,valdivia,129.4,0.522,162.2,13.7,8.5,71.0,76.2,61.4,0.458,63.1,60.4,5.5
2004,6,14,valdivia,137.4,0.554,172.3,14.5,9.0,75.4,81.0,65.3,0.487,67.1,64.2,5.9
2008,6,14,valdivia,145.5,0.587,182.4,15.4,9.5,79.8,85.8,69.1,0.516,71.0,68.0,6.2
2016,6,14,valdivia,186.0,0.750,233.1,19.7,12.2,102.0,109.6,88.3,0.659,90.7,86.8,7.9
2012,6,13,pirque,23.6,0.652,187.6,8.3,10.0,87.8,90.3,78.0,0.609,46.9,81.7,11.2
1992,6,13,pirque,15.3,0.424,121.9,5.4,6.5,57.1,58.7,50.7,0.396,30.5,53.1,7.3
1996,6,13,pirque,17.7,0.489,140.7,6.2,7.5,65.8,67.7,58.5,0.457,35.2,61.3,8.4
2000,6,13,pirque,18.9,0.522,150.1,6.6,8.0,70.2,72.2,62.4,0.487,37.5,65.4,9.0
2004,6,13,pirque,20.1,0.554,159.5,7.1,8.5,74.6,76.8,66.3,0.518,39.9,69.4,9.5
2008,6,13,pirque,21.2,0.587,168.8,7.5,9.0,79.0,81.3,70.2,0.548,42.2,73.5,10.1
2016,6,13,pirque,27.1,0.750,215.7,9.5,11.5,101.0,103.8,89.7,0.700,53.9,94.0,12.9
2012,6,13,lo prado,91.7,0.648,170.1,12.4,10.3,90.0,92.9,76.8,0.572,94.7,77.8,7.2
1992,6,13,lo prado,59.6,0.421,110.6,8.1,6.7,58.5,60.4,49.9,0.372,61.6,50.6,4.7
1996,6,13,lo prado,68.8,0.486,127.6,9.3,7.7,67.5,69.7,57.6,0.429,71.0,58.3,5.4
2000,6,13,lo prado,73.4,0.518,136.1,9.9,8.2,72.0,74.3,61.4,0.458,75.8,62.2,5.8
2004,6,13,lo prado,77.9,0.551,144.6,10.5,8.8,76.5,79.0,65.3,0.486,80.5,66.1,6.1
2008,6,13,lo prado,82.5,0.583,153.1,11.2,9.3,81.0,83.6,69.1,0.515,85.2,70.0,6.5
2016,6,13,lo prado,105.5,0.745,195.6,14.3,11.8,103.5,106.8,88.3,0.658,108.9,89.5,8.3
2012,5,13,san josé de maipo,14.4,0.648,256.2,10.6,10.2,83.0,84.6,76.7,0.601,65.4,80.5,8.3
1992,5,13,san josé de maipo,9.4,0.421,166.5,6.9,6.6,54.0,55.0,49.9,0.391,42.5,52.3,5.4
1996,5,13,san josé de maipo,10.8,0.486,192.1,7.9,7.6,62.2,63.4,57.5,0.451,49.1,60.4,6.2
2000,5,13,san josé de maipo,11.5,0.518,205.0,8.5,8.2,66.4,67.7,61.4,0.481,52.3,64.4,6.6
2004,5,13,san josé de maipo,12.2,0.551,217.8,9.0,8.7,70.5,71.9,65.2,0.511,55.6,68.4,7.1
2008,5,13,san josé de maipo,13.0,0.583,230.6,9.5,9.2,74.7,76.1,69.0,0.541,58.9,72.5,7.5
2016,5,13,san josé de maipo,16.6,0.745,294.6,12.2,11.7,95.4,97.3,88.2,0.691,75.2,92.6,9.5
2012,5,5,el quisco,15.2,0.648,188.5,13.1,10.0,89.0,95.9,75.9,0.549,46.6,90.5,13.9
1992,5,5,el quisco,9.9,0.421,122.5,8.5,6.5,57.9,62.3,49.3,0.357,30.3,58.8,9.0
1996,5,5,el quisco,11.4,0.486,141.4,9.8,7.5,66.8,71.9,56.9,0.412,35.0,67.9,10.4
2000,5,5,el quisco,12.2,0.518,150.8,10.5,8.0,71.2,76.7,60.7,0.439,37.3,72.4,11.1
2004,5,5,el quisco,12.9,0.551,160.2,11.1,8.5,75.6,81.5,64.5,0.467,39.6,76.9,11.8
2008,5,5,el quisco,13.7,0.583,169.7,11.8,9.0,80.1,86.3,68.3,0.494,41.9,81.5,12.5
2016,5,5,el quisco,17.5,0.745,216.8,15.1,11.5,102.3,110.3,87.3,0.631,53.6,104.1,16.0
2012,5,8,talcahuano,171.6,0.647,183.5,18.1,11.0,83.3,96.9,77.5,0.588,77.4,73.5,7.5
1992,5,8,talcahuano,111.5,0.421,119.3,11.8,7.2,54.1,63.0,50.4,0.382,50.3,47.8,4.9
1996,5,8,talcahuano,128.7,0.485,137.6,13.6,8.2,62.5,72.7,58.1,0.441,58.1,55.1,5.6
2000,5,8,talcahuano,137.3,0.518,146.8,14.5,8.8,66.6,77.5,62.0,0.470,61.9,58.8,6.0
2004,5,8,talcahuano,145.9,0.550,156.0,15.4,9.3,70.8,82.4,65.9,0.500,65.8,62.5,6.4
2008,5,8,talcahuano,154.4,0.582,165.2,16.3,9.9,75.0,87.2,69.8,0.529,69.7,66.2,6.8
2016,5,8,talcahuano,197.3,0.744,211.0,20.8,12.6,95.8,111.4,89.1,0.676,89.0,84.5,8.6
2012,5,15,arica,179.0,0.643,228.7,15.7,10.9,75.1,91.2,77.1,0.601,86.8,75.0,7.5
1992,5,15,arica,116.4,0.418,148.7,10.2,7.1,48.8,59.3,50.1,0.391,56.4,48.8,4.9
1996,5,15,arica,134.2,0.482,171.5,11.8,8.2,56.3,68.4,57.8,0.451,65.1,56.2,5.6
